query_text,plan_hash,execution_time_ms,cpu_usage_ms,memory_usage_kb,rows_processed,actual_cost,buffers_hit,schema_version,release_version,statistics_version,regression_label,severity,execution_timestamp,Execution_Time_Difference,Plan_Difference_Score,CPU_Difference,Memory_Difference
SELECT COUNT(*) FROM orders WHERE is_deleted = false,a4d7c83a36c743488bedb06e3e05a813,9.49,6.97,-253.73,181,9.73,419,v1.0,r2.0.0,s3,No Regression,0,2026-07-05 22:11:56,-0.368657769827842,0.0,-0.2672719500251233,-5.498001202256982
SELECT * FROM products WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,ee5fce484cd3478bbf954eeabfc6981a,35.7,22.87,4669.39,506,36.81,936,v2.0,r1.1.0,s1,No Regression,0,2026-07-05 22:16:56,2.4247688957931968,0.0,1.7579250030225961,101.17964700195773
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,d6f779d38f444142835ba6468c00644d,103.06,86.37,6721.68,858,122.62,3666,v1.0,r1.2.0,s1,No Regression,0,2026-07-05 22:21:56,-2.7134882958052753,0.0,-1.9672427046062289,145.65011910766057
"SELECT customer_id, SUM(total_amount) FROM customers GROUP BY customer_id HAVING SUM(total_amount) > 1000",b0a8d5550b4c4181b401b3fbaf565843,100.2,72.8,9234.94,1023,96.23,1603,v1.0,r1.0.0,s2,No Regression,0,2026-07-05 22:26:56,-2.9107403420431606,0.0,-2.1102477986506725,200.10921539735585
SELECT * FROM payments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,50610a5837144ef9bd395232404cbe16,10.4,8.87,409.38,103,8.97,413,v1.0,r1.0.0,s3,No Regression,0,2026-07-05 22:31:56,-0.6193434062964519,0.0,-0.4490156819788623,8.870735554250437
SELECT * FROM orders WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,b4b28ada019d4b849f6f4392ac4c38e7,9.23,5.89,1140.24,133,7.79,493,v2.0,r1.2.0,s1,No Regression,0,2026-07-05 22:36:56,-0.42630918041603594,0.0,-0.309068451253895,24.707527256774927
"SELECT customer_id, SUM(total_amount) FROM shipments GROUP BY customer_id HAVING SUM(total_amount) > 1000",887dab973f15468183b3340ad9e9095b,65.86,40.56,3852.48,606,55.85,1811,v2.0,r1.1.0,s2,No Regression,0,2026-07-05 22:41:56,-1.9895641878968218,0.0,-1.4424074133786908,83.47826300268387
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",7d0e479e58084908adf0e66730d295ea,6.1,4.02,868.57,129,6.69,354,v2.0,r1.0.0,s3,No Regression,0,2026-07-05 22:46:56,0.24902330544946902,0.0,0.18053856420892106,18.82078943855416
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",713e5e946dcc4d3ca393bad636b272f3,84.5,42.95,7554.36,789,78.57,3317,v2.0,r1.2.0,s1,No Regression,0,2026-07-05 22:51:56,6.360740466906193,0.0,4.611451723878299,163.69321862721026
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,e14898940f6443019b7ec4503e417b81,72.11,61.17,7588.49,842,79.2,1588,v1.1,r1.0.0,s1,No Regression,0,2026-07-05 22:56:56,1.6836586531775506,0.0,1.2206299941042282,164.4327716206798
"SELECT t1.id, t2.name FROM inventory t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",14102f805ead4256ac386ab047143836,107.14,57.98,9530.46,1044,96.68,1768,v1.1,r1.0.0,s2,No Regression,0,2026-07-05 23:01:56,-5.552840619843758,0.0,-4.025735145464093,206.51275189398999
"SELECT id, status, created_at FROM inventory WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",4aec447f001d44beb572bc847220ff78,53.07,44.88,5952.37,531,55.77,851,v1.0,r2.0.0,s4,No Regression,0,2026-07-05 23:06:56,0.4347771429699267,0.0,0.3152076107935814,128.98016559444446
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",bf92fdcf3c6f4e69acb5bafda97572a3,41.71,28.56,4546.37,537,34.0,1329,v1.2,r1.0.0,s1,No Regression,0,2026-07-05 23:11:56,2.9820319355799514,0.0,2.1619332499945423,98.51396258189838
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,a807b968b6db4df381855f18bcef43e6,89.77,77.52,8170.6,805,92.34,1411,v2.0,r1.1.0,s1,No Regression,0,2026-07-05 23:16:56,4.278419549233306,0.0,3.1017969226125195,177.04634305427385
"SELECT id, status, created_at FROM payments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",4bc93e6fd86045b3a211b5a1311f05ec,12.56,7.52,418.23,127,12.24,350,v1.1,r1.2.0,s3,No Regression,0,2026-07-05 23:21:56,-1.243903031097866,0.0,-0.9018130525743226,9.062503617309494
"SELECT t1.id, t2.name FROM products t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",cc0bde6f686742d08d6f9c6bbcbc5d71,47.98,25.25,4897.09,554,40.2,2057,v1.2,r1.2.0,s2,No Regression,0,2026-07-05 23:26:56,-4.357229359848387,0.0,-3.158932980735042,106.11361174303649
"SELECT t1.id, t2.name FROM shipments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",47a0e5f31d424bbe98d2e4fe46238837,116.51,85.99,11073.03,1065,136.92,2383,v2.0,r1.2.0,s2,No Regression,0,2026-07-05 23:31:56,-7.1494241892282755,0.0,-5.183236868991431,239.93825031579885
SELECT COUNT(*) FROM inventory WHERE status = 1,afe48d8e1b35425e963bddef9b6df7e1,50.21,25.47,5818.32,484,46.37,2325,v1.2,r2.0.0,s2,No Regression,0,2026-07-05 23:36:56,2.630953537264191,0.0,1.9074061090817953,126.07547532856125
"SELECT t1.id, t2.name FROM inventory t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",95444091555b4540b6a15c2c57dd54e4,10.65,8.14,890.73,104,12.25,361,v2.0,r1.1.0,s2,No Regression,0,2026-07-05 23:41:56,0.9125013057861852,0.0,0.6615512362911444,19.30096800097096
"SELECT customer_id, SUM(total_amount) FROM inventory GROUP BY customer_id HAVING SUM(total_amount) > 1000",78de2244cce64b28a0df3f07928efab2,11.19,7.43,186.14,204,11.98,397,v2.0,r1.2.0,s4,No Regression,0,2026-07-05 23:46:56,0.7987675949514292,0.0,0.5790958178346337,4.033413249470361
"SELECT customer_id, SUM(total_amount) FROM products GROUP BY customer_id HAVING SUM(total_amount) > 1000",c552e2e1ca134a72949c147459842135,63.9,43.75,6948.67,857,58.33,2166,v2.0,r1.1.0,s2,No Regression,0,2026-07-05 23:51:56,4.133472459586427,0.0,2.9967122221910985,150.56869906627924
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",672e627681004be1afca806e70d0bf4a,11.58,9.09,1663.1,131,11.66,196,v1.0,r1.1.0,s3,No Regression,0,2026-07-05 23:56:56,-0.5480150244886677,0.0,-0.39730355963079494,36.037227759719336
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",b0c223e7b7044df59a689045508ad207,49.88,43.5,4201.21,503,48.18,1300,v1.2,r1.1.0,s4,No Regression,0,2026-07-06 00:01:56,-2.7842656375460355,0.0,-2.0185553302793062,91.0347914355183
SELECT COUNT(*) FROM inventory WHERE status = 1,c9ad9c0cfcf849bf89bfb229a88100f4,86.46,47.99,11238.52,992,79.09,4284,v1.1,r2.0.0,s4,No Regression,0,2026-07-06 00:06:56,-1.193861569784818,0.0,-0.8655336627394336,243.52420475146474
SELECT COUNT(*) FROM inventory WHERE is_deleted = false,4c7726d907e147d0991852e38b08fb50,66.79,36.37,7862.9,820,61.13,1807,v1.0,r1.1.0,s4,No Regression,0,2026-07-06 00:11:56,2.2581520156520853,0.0,1.6371299944616402,170.37888169797196
"SELECT id, status, created_at FROM customers WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",5f89b617ec7444f183072ddb8deb76e7,8.87,6.68,182.05,112,9.14,433,v1.2,r2.0.0,s1,No Regression,0,2026-07-06 00:16:56,-0.3190262600143379,0.0,-0.23128976954174194,3.94478823501708
"SELECT customer_id, SUM(total_amount) FROM employees GROUP BY customer_id HAVING SUM(total_amount) > 1000",772369b41ca64c8c96cf342329f91c4d,85.6,27.64,4600.89,476,53.0,1441,v1.0,r2.0.0,s4,Major,2,2026-07-06 00:21:56,39.11064099877736,0.7667453104440071,28.354691375031233,708.2644920533606
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",ed6f7df17f9446fb9f2b9e40bce09965,104.64,83.0,8757.16,929,110.01,3795,v1.2,r1.1.0,s1,No Regression,0,2026-07-06 00:26:56,-4.763395858409601,0.0,-3.453398257178359,189.75634023708966
"SELECT t1.id, t2.name FROM products t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",40308b85a1364a44b5c0e8e164a89373,68.5,51.56,7973.43,815,77.04,1020,v2.0,r1.0.0,s3,No Regression,0,2026-07-06 00:31:56,5.2005196645073095,0.0,3.770307167338307,172.7739239589796
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",2f5c0671d3cc4535957eff85799ae4fb,103.61,62.3,9070.24,792,114.1,1397,v1.2,r1.0.0,s3,No Regression,0,2026-07-06 00:36:56,-2.5626760309700884,0.0,-1.8579058306566334,196.54037924076528
"SELECT id, status, created_at FROM inventory WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",92867ec563c0442882fb61cae71b3d6f,61.78,44.31,4093.41,499,49.73,1492,v1.2,r1.0.0,s4,Minor,1,2026-07-06 00:41:56,19.03684731208579,0.6881057601707228,13.80145956453794,630.1426364064663
"SELECT customer_id, SUM(total_amount) FROM inventory GROUP BY customer_id HAVING SUM(total_amount) > 1000",989a2f6a587948c3b51ecf5c3dcb680e,47.11,36.01,5450.46,458,43.47,1562,v2.0,r1.1.0,s4,No Regression,0,2026-07-06 00:46:56,-2.2110390636117843,0.0,-1.6029737346623916,118.1044245176116
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,1e3a3818c2364ca0b2e15a3dbb5bc9fd,11.04,5.85,2593.52,94,11.65,230,v1.1,r1.0.0,s2,No Regression,0,2026-07-06 00:51:56,0.2971040580644623,0.0,0.2153964664744446,56.19822676891786
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",f499f47a41924d818f467b13586bc6d5,54.02,34.83,5826.71,479,63.73,541,v1.1,r2.0.0,s3,No Regression,0,2026-07-06 00:56:56,-1.0380209633373372,0.0,-0.7525513084063977,126.25727578608279
SELECT * FROM products WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,4bf1a6a94a6d4b4daf93e31fac8ec0ff,52.24,39.69,5132.89,504,47.01,732,v1.1,r2.0.0,s4,No Regression,0,2026-07-06 01:01:56,-2.378765977348043,0.0,-1.7245735027261972,111.2230930164066
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",494055443e2949d9ab86a506506c826c,42.27,32.87,5145.1,524,50.7,943,v1.1,r1.0.0,s4,No Regression,0,2026-07-06 01:06:56,1.1678002233700386,0.0,0.8466395353219887,111.48766793730502
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",c05f6ecfe3d849118d66348ef0a2b8b1,12.9,9.29,2006.29,207,11.82,455,v1.1,r1.1.0,s3,No Regression,0,2026-07-06 01:11:56,0.6761877027884671,0.0,0.4902270362880961,43.473711551949556
SELECT COUNT(*) FROM payments WHERE is_deleted = false,8dea69a2b8474fc1b97fd399aeb01675,42.33,30.54,6013.26,509,40.11,2145,v1.1,r1.0.0,s1,No Regression,0,2026-07-06 01:16:56,0.6462415015401061,0.0,0.4685164411005001,130.29957320570617
"SELECT t1.id, t2.name FROM shipments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",52aff4d605ab4e51a2d2d382ee82ef6c,14.38,7.91,196.3,58,13.33,75,v2.0,r1.2.0,s2,No Regression,0,2026-07-06 01:21:56,-0.8638335753750123,0.0,-0.6262677829778845,4.253567319603696
SELECT COUNT(*) FROM products WHERE status = 1,dc6f3b32c272472c91cfc3b182dbf28e,8.8,7.33,-1150.87,73,8.86,161,v1.1,r1.2.0,s2,No Regression,0,2026-07-06 01:26:56,0.749249608432453,0.0,0.543195940220702,-24.937865619522693
"SELECT id, status, created_at FROM employees WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",edff095ec0f54cafbfc409d4b04bb200,42.41,23.33,5274.0,517,39.06,1620,v1.1,r1.1.0,s2,No Regression,0,2026-07-06 01:31:56,2.502916265229931,0.0,1.8145808001551056,114.28076435858324
SELECT * FROM shipments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,b85dff0431014a8285e965ae78f4597e,13.75,7.13,1997.23,71,14.53,234,v1.1,r2.0.0,s1,No Regression,0,2026-07-06 01:36:56,-0.6836675255445154,0.0,-0.4956498076968878,43.27739306027554
"SELECT customer_id, SUM(total_amount) FROM customers GROUP BY customer_id HAVING SUM(total_amount) > 1000",35a4dbf5685d4c118220b23e6a09b6f2,65.63,40.62,8695.73,733,54.42,908,v2.0,r2.0.0,s4,No Regression,0,2026-07-06 01:41:56,-2.0163529416040538,0.0,-1.4618289013495485,188.4252315236752
"SELECT customer_id, SUM(total_amount) FROM customers GROUP BY customer_id HAVING SUM(total_amount) > 1000",5f89f9a677cf43a5a0ef5db86cd5f7cd,68.31,60.81,6327.75,476,58.22,1181,v1.0,r1.2.0,s2,No Regression,0,2026-07-06 01:46:56,-3.5674704361908924,0.0,-2.5863683290412705,137.1141650872251
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",b5056c213a4b4953ae3fa28b11417368,52.59,44.47,9578.37,794,50.87,3851,v1.1,r1.2.0,s3,No Regression,0,2026-07-06 01:51:56,-2.415445952628849,0.0,-1.7511659939810338,207.55089967943175
SELECT COUNT(*) FROM payments WHERE is_deleted = false,f336aac783474f03a5e8ddff765a3499,19.57,6.69,-608.69,70,11.94,198,v1.1,r1.1.0,s3,Major,2,2026-07-06 01:56:56,9.68986968738933,0.8679605320569802,7.025025860833727,-93.7021997196108
"SELECT t1.id, t2.name FROM shipments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",c7f3f8073c4b491caebb533a0a32a941,14.32,8.4,1072.11,77,9.73,348,v1.2,r2.0.0,s3,Major,2,2026-07-06 02:01:56,7.658337035462611,0.517684273831154,5.552191872623675,165.04142558838146
SELECT * FROM products WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,81f70707b97c486a8b732763b6980031,89.97,72.49,7098.76,792,82.04,3925,v1.0,r1.1.0,s1,No Regression,0,2026-07-06 02:06:56,7.295016283517333,0.0,5.288789189147464,153.8209554035147
"SELECT t1.id, t2.name FROM shipments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",50e8341cf2d249fb916e1579d8d035f2,81.92,57.35,8718.79,835,67.02,1292,v1.2,r2.0.0,s4,No Regression,0,2026-07-06 02:11:56,6.213413170379375,0.0,4.504641405319055,188.9249119230133
"SELECT customer_id, SUM(total_amount) FROM employees GROUP BY customer_id HAVING SUM(total_amount) > 1000",f322c2aaf06c461c963f97fb69366520,38.75,28.58,3549.07,563,38.87,1710,v2.0,r1.2.0,s4,No Regression,0,2026-07-06 02:16:56,-0.43873432137883367,0.0,-0.3180765121880638,76.90376040237335
SELECT * FROM employees WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,c10b2b2334204f08ae37ede87e525272,10.66,7.88,257.55,177,9.66,641,v1.1,r1.0.0,s4,No Regression,0,2026-07-06 02:21:56,0.5912951394569628,0.0,0.42868106384097243,5.580775665633886
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",919105958e6a4ba2878814a9d8bcc5e2,102.31,52.45,11447.6,1003,120.66,1443,v1.0,r2.0.0,s3,No Regression,0,2026-07-06 02:26:56,10.204779214786043,0.0,7.398328378065634,248.0546981553503
"SELECT customer_id, SUM(total_amount) FROM products GROUP BY customer_id HAVING SUM(total_amount) > 1000",9fd16601abeb44f0accd297a40e5c4aa,14.12,11.05,2821.47,87,14.23,282,v2.0,r2.0.0,s3,No Regression,0,2026-07-06 02:31:56,0.8474483106149268,0.0,0.6143886852820701,61.137608686919194
SELECT COUNT(*) FROM payments WHERE is_deleted = false,76719fd288854551a25a182e887dbe6d,95.55,55.12,8852.86,868,85.86,2805,v1.1,r1.2.0,s3,No Regression,0,2026-07-06 02:36:56,4.236692629311773,0.0,3.07154546402756,191.8300355630503
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",842baaa3802946b8aa5eb191b0c112f1,40.35,24.82,5822.52,552,41.54,1751,v2.0,r1.2.0,s2,No Regression,0,2026-07-06 02:41:56,2.2539369286440194,0.0,1.6340741127839058,126.16648390086048
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,65f8b07f6b264bccb4aa364b7fae1754,51.86,30.37,6980.34,698,58.66,1455,v1.2,r1.1.0,s1,No Regression,0,2026-07-06 02:46:56,-0.7273079493307425,0.0,-0.5272885309786853,151.25494703883066
SELECT * FROM payments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,e0ba643ea19144d8901e5c16b4921af6,94.61,49.29,10974.76,1075,91.33,4159,v1.0,r1.1.0,s1,No Regression,0,2026-07-06 02:51:56,-4.935029673074336,0.0,-3.57783047613611,237.80886641107415
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",e5efa75a117a4326983f226048ed6c13,50.74,31.89,6787.7,430,53.7,1991,v1.0,r1.1.0,s1,No Regression,0,2026-07-06 02:56:56,-1.3473660287771463,0.0,-0.976822341428046,147.08068718937344
SELECT COUNT(*) FROM employees WHERE category_id = 5,25b35d2689d94eb2b64e5d6838514823,65.93,57.67,10183.12,1019,78.12,4793,v1.0,r1.0.0,s3,No Regression,0,2026-07-06 03:01:56,1.8575884781676448,0.0,1.3467267898243875,220.65505065513392
"SELECT id, status, created_at FROM employees WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",43ec080c5be7461490fbc1524ea34345,79.48,68.01,6074.94,795,67.85,2398,v1.2,r1.1.0,s1,No Regression,0,2026-07-06 03:06:56,5.59404948618249,0.0,4.055611022133723,131.63609909604315
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",8b7e6086fed3442db7e340bd8ee4ce27,36.96,30.17,5805.74,518,37.96,2087,v1.1,r2.0.0,s4,No Regression,0,2026-07-06 03:11:56,-1.313829075605252,0.0,-0.9525084991446208,125.80288298581742
SELECT * FROM shipments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,91fa083f30ff41bd937cb23b5481da82,40.6,35.5,4593.8,447,32.59,1132,v2.0,r1.2.0,s3,No Regression,0,2026-07-06 03:16:56,-3.967997934761118,0.0,-2.8767454059479625,99.5417093876488
SELECT COUNT(*) FROM customers WHERE is_deleted = false,8223387060204971ba2e4595274ca7bc,9.87,7.57,2002.07,50,9.74,81,v1.2,r1.0.0,s3,No Regression,0,2026-07-06 03:21:56,-0.026436992444622116,0.0,-0.019166465762469255,43.38226960549654
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",1572b474d1d447e3bf716bc07ee70e82,55.04,36.68,4577.02,460,56.12,1326,v1.1,r1.1.0,s1,No Regression,0,2026-07-06 03:26:56,2.6115570588376182,0.0,1.8933439217715666,99.17810847260576
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",774e0b49a380408b8ede1008f8619274,97.86,71.35,9179.91,972,84.15,2247,v2.0,r1.0.0,s2,No Regression,0,2026-07-06 03:31:56,7.288905707479067,0.0,5.284359103286839,198.91678641315926
"SELECT id, status, created_at FROM inventory WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",11264186f27f444a9b62679758f2afb9,76.04,53.63,12251.88,1001,74.73,1232,v2.0,r1.2.0,s1,No Regression,0,2026-07-06 03:36:56,7.476082142515227,0.0,5.420059514034257,265.4824063764958
"SELECT t1.id, t2.name FROM inventory t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",c35269a3d40d4b50826a96695ac99d79,68.8,43.88,8411.12,794,56.8,3951,v1.0,r2.0.0,s1,No Regression,0,2026-07-06 03:41:56,-3.6390144928966333,0.0,-2.6382368128043576,182.25810062794213
"SELECT id, status, created_at FROM employees WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",93ac8567038446ef9d8fb171db2229bd,47.79,42.87,5748.91,537,45.54,2404,v2.0,r2.0.0,s1,No Regression,0,2026-07-06 03:46:56,3.643181412468126,0.0,2.641257773735117,124.57145032777831
"SELECT t1.id, t2.name FROM shipments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",2be38dedfcd741018d69b26264770137,89.39,80.2,9650.36,986,85.57,1488,v1.1,r1.0.0,s1,No Regression,0,2026-07-06 03:51:56,6.557574061182481,0.0,4.754153445849994,209.11082994605565
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",02a77afff1ca486ead991b7ad01c9365,53.96,32.32,8688.44,1068,50.64,2245,v1.0,r1.0.0,s4,No Regression,0,2026-07-06 03:56:56,5.2207103259110434,0.0,3.7849451266798204,188.26726664461302
SELECT COUNT(*) FROM orders WHERE status = 1,7b7b1df923c24814a5ba8cb5ae4dd0cd,106.32,78.58,7936.99,828,114.96,989,v1.0,r2.0.0,s4,No Regression,0,2026-07-06 04:01:56,7.516878362711638,0.0,5.449636227772424,171.98431625074548
"SELECT id, status, created_at FROM employees WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",10a00a8666144b17ab68f0abe5a6f0ad,53.11,31.53,8272.77,555,61.96,1833,v1.2,r1.1.0,s3,No Regression,0,2026-07-06 04:06:56,-2.0503675965634,0.0,-1.4864890710366316,179.26023491899068
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",3985498249234b1a8cee41011394c674,97.44,73.12,9261.53,919,94.6,2740,v1.2,r2.0.0,s3,No Regression,0,2026-07-06 04:11:56,6.0664428767739045,0.0,4.398089909100645,200.68538633484064
SELECT * FROM shipments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,085b1527d90247839bc8936bb2e7bae8,104.07,87.39,9465.5,928,95.77,3554,v2.0,r1.0.0,s4,No Regression,0,2026-07-06 04:16:56,-2.937194899648034,0.0,-2.1294269989192802,205.10515264242883
SELECT * FROM shipments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,75fe520841f244f79750a14cd1db07da,43.53,33.03,4012.49,584,50.89,2562,v1.0,r1.1.0,s1,No Regression,0,2026-07-06 04:21:56,-2.610080031027463,0.0,-1.8922730963736756,86.945472920207
SELECT COUNT(*) FROM customers WHERE category_id = 5,3728c8d9a47b46f1bb27f9585defee65,117.63,81.37,10231.84,1073,135.02,2502,v1.0,r1.1.0,s2,No Regression,0,2026-07-06 04:26:56,-1.5679480096477394,0.0,-1.1367413258976238,221.7107500938048
"SELECT t1.id, t2.name FROM products t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",3eb2da9eb70f4e6a8ed5fb2a1a33544d,101.55,66.88,9358.04,1076,90.96,2460,v1.2,r2.0.0,s4,No Regression,0,2026-07-06 04:31:56,-0.7307560631248394,0.0,-0.529788367339349,202.77663331403042
